Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q147X3	reviewed	NAA30_HUMAN	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	NAA30 C14orf35 MAK3 NAT12	Homo sapiens (Human)	362
Q14807	reviewed	KIF22_HUMAN	Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein) (Kinesin-like protein 4)	KIF22 KID KNSL4	Homo sapiens (Human)	665
Q14814	reviewed	MEF2D_HUMAN	Myocyte-specific enhancer factor 2D	MEF2D	Homo sapiens (Human)	521
Q14831	reviewed	GRM7_HUMAN	Metabotropic glutamate receptor 7 (mGluR7)	GRM7 GPRC1G MGLUR7	Homo sapiens (Human)	915
Q14832	reviewed	GRM3_HUMAN	Metabotropic glutamate receptor 3 (mGluR3)	GRM3 GPRC1C MGLUR3	Homo sapiens (Human)	879
Q14833	reviewed	GRM4_HUMAN	Metabotropic glutamate receptor 4 (mGluR4)	GRM4 GPRC1D MGLUR4	Homo sapiens (Human)	912
Q14839	reviewed	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)	CHD4	Homo sapiens (Human)	1912
Q14847	reviewed	LASP1_HUMAN	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	LASP1 MLN50	Homo sapiens (Human)	261
Q14849	reviewed	STAR3_HUMAN	StAR-related lipid transfer protein 3 (Metastatic lymph node gene 64 protein) (MLN 64) (Protein CAB1) (START domain-containing protein 3) (StARD3)	STARD3 CAB1 MLN64	Homo sapiens (Human)	445
Q14863	reviewed	PO6F1_HUMAN	POU domain, class 6, transcription factor 1 (Brain-specific homeobox/POU domain protein 5) (Brain-5) (Brn-5) (mPOU homeobox protein)	POU6F1 BRN5 MPOU TCFB1	Homo sapiens (Human)	301
Q14865	reviewed	ARI5B_HUMAN	AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2)	ARID5B DESRT MRF2	Homo sapiens (Human)	1188
Q14894	reviewed	CRYM_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM THBP	Homo sapiens (Human)	314
Q14896	reviewed	MYPC3_HUMAN	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	MYBPC3	Homo sapiens (Human)	1274
Q14914	reviewed	PTGR1_HUMAN	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)	PTGR1 LTB4DH	Homo sapiens (Human)	329
Q14919	reviewed	NC2A_HUMAN	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205
Q14934	reviewed	NFAC4_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3)	NFATC4 NFAT3	Homo sapiens (Human)	902
Q14938	reviewed	NFIX_HUMAN	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)	NFIX	Homo sapiens (Human)	502
Q14957	reviewed	NMDE3_HUMAN	Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)	GRIN2C NMDAR2C	Homo sapiens (Human)	1233
Q14966	reviewed	ZN638_HUMAN	Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)	ZNF638 NP220 ZFML	Homo sapiens (Human)	1978
Q14973	reviewed	NTCP_HUMAN	Hepatic sodium/bile acid cotransporter (Cell growth-inhibiting gene 29 protein) (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (NTCP) (Solute carrier family 10 member 1) (SLC10A1)	SLC10A1 NTCP GIG29	Homo sapiens (Human)	349
Q14974	reviewed	IMB1_HUMAN	Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)	KPNB1 NTF97	Homo sapiens (Human)	876
Q14980	reviewed	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen)	NUMA1 NMP22 NUMA	Homo sapiens (Human)	2115
Q14982	reviewed	OPCM_HUMAN	Opioid-binding protein/cell adhesion molecule (OBCAM) (OPCML) (Opioid-binding cell adhesion molecule) (IgLON family member 1)	OPCML IGLON1 OBCAM	Homo sapiens (Human)	345
Q14994	reviewed	NR1I3_HUMAN	Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)	NR1I3 CAR	Homo sapiens (Human)	352
Q14995	reviewed	NR1D2_HUMAN	Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)	NR1D2	Homo sapiens (Human)	579
Q14997	reviewed	PSME4_HUMAN	Proteasome activator complex subunit 4 (Proteasome activator PA200) (Protein BLM10 homolog) (Blm10) (hBlm10)	PSME4 BLM10 KIAA0077	Homo sapiens (Human)	1843
Q14999	reviewed	CUL7_HUMAN	Cullin-7 (CUL-7)	CUL7 KIAA0076	Homo sapiens (Human)	1698
Q149N8	reviewed	SHPRH_HUMAN	E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)	SHPRH KIAA2023	Homo sapiens (Human)	1683
Q14BN4	reviewed	SLMAP_HUMAN	Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein)	SLMAP KIAA1601 SLAP UNQ1847/PRO3577	Homo sapiens (Human)	828
Q14CM0	reviewed	FRPD4_HUMAN	FERM and PDZ domain-containing protein 4 (PDZ domain-containing protein 10) (PSD-95-interacting regulator of spine morphogenesis) (Preso)	FRMPD4 KIAA0316 PDZD10 PDZK10	Homo sapiens (Human)	1322
Q14CS0	reviewed	UBX2B_HUMAN	UBX domain-containing protein 2B (NSFL1 cofactor p37) (p97 cofactor p37)	UBXN2B	Homo sapiens (Human)	331
Q14CW9	reviewed	AT7L3_HUMAN	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	ATXN7L3	Homo sapiens (Human)	347
Q14CX7	reviewed	NAA25_HUMAN	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25) (p120)	NAA25 C12orf30 MDM20 NAP1	Homo sapiens (Human)	972
Q14CZ8	reviewed	HECAM_HUMAN	Hepatic and glial cell adhesion molecule (glialCAM) (Hepatocyte cell adhesion molecule) (Protein hepaCAM)	HEPACAM	Homo sapiens (Human)	416
Q15003	reviewed	CND2_HUMAN	Condensin complex subunit 2 (Barren homolog protein 1) (Chromosome-associated protein H) (hCAP-H) (Non-SMC condensin I complex subunit H) (XCAP-H homolog)	NCAPH BRRN BRRN1 CAPH KIAA0074	Homo sapiens (Human)	741
Q15004	reviewed	PAF15_HUMAN	PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor)	PCLAF KIAA0101 NS5ATP9 PAF L5	Homo sapiens (Human)	111
Q15005	reviewed	SPCS2_HUMAN	Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)	SPCS2 KIAA0102 SPC25	Homo sapiens (Human)	226
Q15006	reviewed	EMC2_HUMAN	ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35)	EMC2 KIAA0103 TTC35	Homo sapiens (Human)	297
Q15007	reviewed	FL2D_HUMAN	Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein)	WTAP KIAA0105	Homo sapiens (Human)	396
Q15008	reviewed	PSMD6_HUMAN	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	PSMD6 KIAA0107 PFAAP4	Homo sapiens (Human)	389
Q15011	reviewed	HERP1_HUMAN	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1)	HERPUD1 HERP KIAA0025 MIF1	Homo sapiens (Human)	391
Q15013	reviewed	MD2BP_HUMAN	MAD2L1-binding protein (Caught by MAD2 protein) (p31(comet))	MAD2L1BP CMT2 KIAA0110	Homo sapiens (Human)	274
Q15018	reviewed	ABRX2_HUMAN	BRISC complex subunit Abraxas 2 (Abraxas brother protein 1) (Protein FAM175B)	ABRAXAS2 ABRO1 FAM175B KIAA0157	Homo sapiens (Human)	415
Q15019	reviewed	SEPT2_HUMAN	Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2	Homo sapiens (Human)	361
Q15020	reviewed	SART3_HUMAN	Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)	SART3 KIAA0156 TIP110	Homo sapiens (Human)	963
Q15022	reviewed	SUZ12_HUMAN	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	SUZ12 CHET9 JJAZ1 KIAA0160	Homo sapiens (Human)	739
Q15024	reviewed	EXOS7_HUMAN	Exosome complex component RRP42 (Exosome component 7) (Ribosomal RNA-processing protein 42) (p8)	EXOSC7 KIAA0116 RRP42	Homo sapiens (Human)	291
Q15025	reviewed	TNIP1_HUMAN	TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN)	TNIP1 KIAA0113 NAF1	Homo sapiens (Human)	636
Q15027	reviewed	ACAP1_HUMAN	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)	ACAP1 CENTB1 KIAA0050	Homo sapiens (Human)	740
Q15029	reviewed	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (SNU114 homolog) (hSNU114) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)	EFTUD2 KIAA0031 SNRP116	Homo sapiens (Human)	972
Q15036	reviewed	SNX17_HUMAN	Sorting nexin-17	SNX17 KIAA0064	Homo sapiens (Human)	470
Q15046	reviewed	SYK_HUMAN	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	KARS1 KARS KIAA0070	Homo sapiens (Human)	597
Q15047	reviewed	SETB1_HUMAN	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	SETDB1 ESET KIAA0067 KMT1E	Homo sapiens (Human)	1291
Q15050	reviewed	RRS1_HUMAN	Ribosome biogenesis regulatory protein homolog	RRS1 KIAA0112 RRR	Homo sapiens (Human)	365
Q15052	reviewed	ARHG6_HUMAN	Rho guanine nucleotide exchange factor 6 (Alpha-Pix) (COOL-2) (PAK-interacting exchange factor alpha) (Rac/Cdc42 guanine nucleotide exchange factor 6)	ARHGEF6 COOL2 KIAA0006 PIXA	Homo sapiens (Human)	776
Q15054	reviewed	DPOD3_HUMAN	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039	Homo sapiens (Human)	466
Q15057	reviewed	ACAP2_HUMAN	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	ACAP2 CENTB2 KIAA0041	Homo sapiens (Human)	778
Q15059	reviewed	BRD3_HUMAN	Bromodomain-containing protein 3 (RING3-like protein)	BRD3 KIAA0043 RING3L	Homo sapiens (Human)	726
Q15061	reviewed	WDR43_HUMAN	WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog)	WDR43 KIAA0007 UTP5	Homo sapiens (Human)	677
Q15063	reviewed	POSTN_HUMAN	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)	POSTN OSF2	Homo sapiens (Human)	836
Q15070	reviewed	OXA1L_HUMAN	Mitochondrial inner membrane protein OXA1L (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein)	OXA1L	Homo sapiens (Human)	435
Q15075	reviewed	EEA1_HUMAN	Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)	EEA1 ZFYVE2	Homo sapiens (Human)	1411
Q15078	reviewed	CD5R1_HUMAN	Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]	CDK5R1 CDK5R NCK5A	Homo sapiens (Human)	307
Q15080	reviewed	NCF4_HUMAN	Neutrophil cytosol factor 4 (NCF-4) (Neutrophil NADPH oxidase factor 4) (SH3 and PX domain-containing protein 4) (p40-phox) (p40phox)	NCF4 SH3PXD4	Homo sapiens (Human)	339
Q15084	reviewed	PDIA6_HUMAN	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	PDIA6 ERP5 P5 TXNDC7	Homo sapiens (Human)	440
Q15109	reviewed	RAGE_HUMAN	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	Homo sapiens (Human)	404
Q15113	reviewed	PCOC1_HUMAN	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	PCOLCE PCPE1	Homo sapiens (Human)	449
Q15116	reviewed	PDCD1_HUMAN	Programmed cell death protein 1 (Protein PD-1) (hPD-1) (CD antigen CD279)	PDCD1 PD1	Homo sapiens (Human)	288
Q15118	reviewed	PDK1_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	PDK1 PDHK1	Homo sapiens (Human)	436
Q15119	reviewed	PDK2_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)	PDK2 PDHK2	Homo sapiens (Human)	407
Q15120	reviewed	PDK3_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	PDK3 PDHK3	Homo sapiens (Human)	406
Q15121	reviewed	PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130
Q15124	reviewed	PGM5_HUMAN	Phosphoglucomutase-like protein 5 (Aciculin) (Phosphoglucomutase-related protein) (PGM-RP)	PGM5 PGMRP	Homo sapiens (Human)	567
Q15125	reviewed	EBP_HUMAN	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)	EBP	Homo sapiens (Human)	230
Q15126	reviewed	PMVK_HUMAN	Phosphomevalonate kinase (PMKase) (hPMK) (EC 2.7.4.2)	PMVK PMKI	Homo sapiens (Human)	192
Q15149	reviewed	PLEC_HUMAN	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)	PLEC PLEC1	Homo sapiens (Human)	4684
Q15154	reviewed	PCM1_HUMAN	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024
Q15172	reviewed	2A5A_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)	PPP2R5A	Homo sapiens (Human)	486
Q15185	reviewed	TEBP_HUMAN	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160
Q15208	reviewed	STK38_HUMAN	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)	STK38 NDR1	Homo sapiens (Human)	465
Q15223	reviewed	NECT1_HUMAN	Nectin-1 (Herpes virus entry mediator C) (Herpesvirus entry mediator C) (HveC) (Herpesvirus Ig-like receptor) (HIgR) (Nectin cell adhesion molecule 1) (Poliovirus receptor-related protein 1) (CD antigen CD111)	NECTIN1 HVEC PRR1 PVRL1	Homo sapiens (Human)	517
Q15233	reviewed	NONO_HUMAN	Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (p54(nrb)) (p54nrb) (55 kDa nuclear protein) (NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)	NONO NRB54	Homo sapiens (Human)	471
Q15256	reviewed	PTPRR_HUMAN	Receptor-type tyrosine-protein phosphatase R (R-PTP-R) (EC 3.1.3.48) (Ch-1PTPase) (NC-PTPCOM1) (Protein-tyrosine phosphatase PCPTP1)	PTPRR ECPTP PTPRQ	Homo sapiens (Human)	657
Q15257	reviewed	PTPA_HUMAN	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')	PTPA PPP2R4	Homo sapiens (Human)	358
Q15262	reviewed	PTPRK_HUMAN	Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)	PTPRK PTPK	Homo sapiens (Human)	1439
Q15269	reviewed	PWP2_HUMAN	Periodic tryptophan protein 2 homolog	PWP2 PWP2H	Homo sapiens (Human)	919
Q15274	reviewed	NADC_HUMAN	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (QPRTase)	QPRT	Homo sapiens (Human)	297
Q15276	reviewed	RABE1_HUMAN	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	RABEP1 RAB5EP RABPT5 RABPT5A	Homo sapiens (Human)	862
Q15286	reviewed	RAB35_HUMAN	Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)	RAB35 RAB1C RAY	Homo sapiens (Human)	201
Q15287	reviewed	RNPS1_HUMAN	RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2)	RNPS1 LDC2	Homo sapiens (Human)	305
Q15291	reviewed	RBBP5_HUMAN	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	Homo sapiens (Human)	538
Q15303	reviewed	ERBB4_HUMAN	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	ERBB4 HER4	Homo sapiens (Human)	1308
Q15306	reviewed	IRF4_HUMAN	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)	IRF4 MUM1	Homo sapiens (Human)	451
Q15311	reviewed	RBP1_HUMAN	RalA-binding protein 1 (RalBP1) (76 kDa Ral-interacting protein) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)	RALBP1 RLIP RLIP1 RLIP76	Homo sapiens (Human)	655
Q15326	reviewed	ZMY11_HUMAN	Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	Homo sapiens (Human)	602
Q15329	reviewed	E2F5_HUMAN	Transcription factor E2F5 (E2F-5)	E2F5	Homo sapiens (Human)	346
Q15363	reviewed	TMED2_HUMAN	Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1) (p24beta1)	TMED2 RNP24	Homo sapiens (Human)	201
Q15365	reviewed	PCBP1_HUMAN	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)	PCBP1	Homo sapiens (Human)	356
Q15366	reviewed	PCBP2_HUMAN	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	PCBP2	Homo sapiens (Human)	365
Q15369	reviewed	ELOC_HUMAN	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)	ELOC TCEB1	Homo sapiens (Human)	112
Q15370	reviewed	ELOB_HUMAN	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2	Homo sapiens (Human)	118
Q15375	reviewed	EPHA7_HUMAN	Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)	EPHA7 EHK3 HEK11	Homo sapiens (Human)	998
Q15382	reviewed	RHEB_HUMAN	GTP-binding protein Rheb (EC 3.6.5.-) (Ras homolog enriched in brain)	RHEB RHEB2	Homo sapiens (Human)	184
Q15386	reviewed	UBE3C_HUMAN	Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (Homologous to E6AP carboxyl terminus homologous protein 2) (HectH2) (RTA-associated ubiquitin ligase) (RAUL)	UBE3C KIAA0010 KIAA10	Homo sapiens (Human)	1083
Q15388	reviewed	TOM20_HUMAN	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	Homo sapiens (Human)	145
Q15389	reviewed	ANGP1_HUMAN	Angiopoietin-1 (ANG-1)	ANGPT1 KIAA0003	Homo sapiens (Human)	498
Q15393	reviewed	SF3B3_HUMAN	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	Homo sapiens (Human)	1217
Q15397	reviewed	PUM3_HUMAN	Pumilio homolog 3 (HBV X-transactivated gene 5 protein) (HBV XAg-transactivated protein 5) (Minor histocompatibility antigen HA-8) (HLA-HA8)	PUM3 cPERP-C KIAA0020 PUF-A XTP5	Homo sapiens (Human)	648
Q15398	reviewed	DLGP5_HUMAN	Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP)	DLGAP5 DLG7 KIAA0008	Homo sapiens (Human)	846
Q15399	reviewed	TLR1_HUMAN	Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)	TLR1 KIAA0012	Homo sapiens (Human)	786
